content,sentiment
Ok,1
Bagus bangat,1
Good,1
bagus,1
bagus bisa untuk nonton flim yg seru + bagus,1
1 film iklan mau berapa ratus udah nyusahin iklan lewati sekarang tambah ditutup ribett,0
cobaduluah,1
makin kesini iklan nya makin ngerisihin padahal udah update beberapa kali. di laporin juga udah tapi tetep aja iklan nya banyak banget gw mau nonton jadi berasa nobar iklan kalo gini mah mending pindah gotube si gaada iklan nya jadi ga keganggu kalo nonton,0
kenapa YOuTbe ku tidak bisa di buka,0
Baik,1
bagus aja sih,1
Bagus,1
Sangat puas,1
tidak ada iklan,0
bagus dan bermanfaat,1
"haloo ini kenapa ya udah beberapa hari ini subtitle nya ga muncul kalau pake wifi, tolong segera diperbaiki.",0
sekarang kebanyakan iklan bjirr bentar2 iklan bentar2 iklan sampe bosen liatnnya,1
kualitas bagus,1
Baik,1
sangat enak kalau melihat youtube jadi ga ke pengen ke aplikasi lainnya,1
Ok,1
Jelek,1
oke,1
top markotop sangat baik semoga d tambah top lagi,1
"ngasih iklan udah ngalah"" in website ilegal anj , dispam mulu emng dasar maksa premium doang biar dibikin g betah ama iklan",0
youtubenya gak bisa terbuka,0
senang bisa bergabung disini,1
tai ceramah loo,1
oke,1
Aplikasi yang sangat bagus,1
saya igin membuka,1
"updatenya makin ga jelas ga bisa download vidio,pliss lahh buat bisa download vidio lagii..",0
Tolong iklan nya di ilangin donk,1
👌,1
napa sih harus relog,1
BAgus,0
"busuk iklan banyak banget mending kalo setiap vidio 12 menit ada 4 iklan dan pendek bisa di skip, inimah kaga bisa panjang pula, kadang bahkan 6 iklan dan 2 diantaranya ga bisa di skip kek iklan iphone. gua orangnya ga suka short vidio tapi dijejelin short vidio mulu tiap awal masuk app dan itu membuat gua malas banget nonton yt. kalo bisa sih ada fitur hapus short vidio dan tolong dong iklannya kurangin durasinya + tambahkan fitur skip pas udh 10 detik nonton iklan.",0
aplikasi jika bagus pasti kami tambah,1
Cara aktif yautube dima ya,1
ikelan ya bayak sekali,0
Aku tidak bisa membuka youtube nya dan harus mengupdate nya tetapi ridak bisa,0
Lumayan,1
"bagusan YouTube dulu, sekarang ga terlalu karena sangat banyak iklan 1 video iklan bisa nyampe 3 up yg membuat org"" jadi males buka YouTube yg asli baguss tapi tolong dong kurang"" in iklan",0
Bagus,0
"Kok ngga bisa dibuka youtubenya, padahal uda update.",1
Bagus,1
tidak bisa di update,0
Bagaimana cara menghubunginya.,1
bagus,1
Baik,0
tdk bisa,0
"listing produk iklan mengganggu,TIDAK BISA di TUTUP",0
good job,1
mantap memuaskan,1
kenapa YouTube aku ga bisa dibuka ya . tulisan server error,0
Oke,1
mantap,1
kenapa kalo mau download video atau lagu harus YouTube nya premium,0
good,1
saya tidak bisa buka youtube di situ ada bacaan updet jadi kaya mana??,1
matap polll,1
suka,1
bagus,1
Sangat berguna,1
aku suka banget dengerin musik lewat youtub☺,1
Nice,1
"mohon diperbaiki bugnya, aku juga gak tau bugnya apa tapi pas aku buka shorts dan mau nge pause tapi gak bisa di pause, aku udah kesal sama bug itu, tapi aku tetap cari cara, misalnya... reset aplikasinya, hapus semua data di aplikasinya, awalnya berhasil, tapi nantinya malah gak bisa lagi",1
saya sangat puas menonton yutube,1
Bagus,1
"Sedih, yt ny nggk bisa di dwnlod di hp ini",1
Gak berpungsi sama sek Ali,1
Tolong di bantu ka saya yutube nya ga bisa di buka,1
Mantap,1
sangat bagus,1
Good joob,1
tidak ada kenyamanan menonton 5 / 10 iklan dalam video 1 jam . sangat dipaksa menonton iklan dan yt sepertinya memberikan pihak apk ke tiga penonton agar dapat keuntungan berganda . kecuali youtuber yt channel.. dikorbankan ?!!,0
Ok,1
"bagus menyenangkan menghibur. .,.,,,.,........",1
oke,1
mengapa youtube gak ke buka,1
bagus bet gilak,1
oke lah klw begituh,1
mantab,1
baik,1
Sangat baik,0
Mantap,1
mantap,1
Saya suka sekali menonton YouTube,1
Woke,1
sngat bgus,1
Ok,1
Saya suka,1
Gooddd,1
sering muncul iklan dan text gk muncul,0
Good,1
mantap,1
bagus banyak membantu nyari lagu,1
luar biasa,1
"iklannya judol, pinjol, berbau 18+, drama ai bikin otak busuk",0
baik,1
NO COMMENT!,0
ok,1
bikin aku bisa belajar banyak hal,1
sngat seru dan ada video yg bisa dilihat sngat jernih sekali,1
aktifkan lagi,1
Aplikasi inh sangat menghibur dalam Setiasi galau,1
no way! good! but cant play,1
oke kawan,1
baik,1
baik,1
Sering terjadi eror,1
Aku suka inii apalagi pas mati lampu bisa liat yang di download,1
Youtube tak bisa di buka,0
Sangat baik,1
Saya juga sudah mulai banyak digunakan dalam penelitian tersebut dilakukan dalam rangka mepelajari hal yang sangat bagus,1
mantap,1
ini saya mau buat konten aja susah ini aplikasi satu satu nya yang sulit untuk membuat cenel konten guys,0
Mantap,1
you tube memang memuaskan,1
Karna tidak bisa di buka,0
Sangat baik,0
mantap dan menjadi hiburan yang melengkapi hari hari,1
Nice apk,1
sangat baik,1
menurut saya ini adalah aplikasi yg di perlukan semua manusia rawrrr,1
"aslm, kenapa aplikasi youtube skrg loading terus, videonya ngga bisa di putar, mohon utk d perbaiki..",1
"bagus, pencarian lengkap",1
Bagus,1
tidak bisa di buka,0
apa hp.ku saja nih apk. youtube per tgl 23/05/2026 tidak ada kolom komentarnya ya?,1
ok,1
sugan mantulll,1
ada bak yang meresahkan,0
masuk,1
tidak bisa dibuka,0
Ok,1
👍👍👍👍👍👍👍,1
kenapa kita selalu apdet youtube selalu tidak bisa di apdet pengaru apa sebenernya,0
enak buat dengerin lagu,1
mantap,1
sangat puas,1
Youtube tidak bisa di buka,0
denkripsionali sasi,1
sangat menghibur,1
oke bro,1
terbaik👍💯,1
"kenapa punyaku tombol like , dislike share dan profilnya gak ada sih ?",1
Bagus simpel,1
mantap,1
Aplikasi ini bagus aja untuk anak2 dan org dewasa dll Udah segitu aja,1
mantap jiwa,1
untuk tambahan wawasan,1
Ga bisa dibuka,0
Asik,1
YouTube pliss upgrade data im so lagging,1
"udah bagus, tapi makin kesini makin error, lagi enak nonton malah muter gajelas, kirain wifi lag, pindah ke apl lain ENGGA LAG SAMA SEKALI. maksudnya apa ya? lag di YouTube sedangkan di apl lain ga, perbaikin dong, jangan cuman ngejadiin premium doang",1
Sangat buruk,0
Susah terbuka,0
Ok,0
caramah jainodin imjid,1
"agak ribet tapi bisa nonton/bikin konten di YouTube,jadi YouTube bisa dibilang asyik",1
bagus,0
Good,1
ini appli lasi yg bagus,1
sangat berguna dan juga banyak video bermanfaat dan banyak hiburan didalamnya jadi cocok banget untuk di tonton saat hari libur cuy dan juga bisa mengupload video yang berfaedah dan banyak hiburan iklannya juga berbeda² dari pada tv yang iklannya lama berubah jadi ku saranin nonton YouTube aja sih biar seru.,1
Dikuasai iklan solusinya gimana ya,0
gx bisa di pake,1
Ok,1
saya menyukainya,1
selalu loding lama kalau mau buka,0
ok mantap,1
OK,1
iklan lu d layar ga bisa d tutup. nutupin translate blok. tambah bobrok aja lama2,0
Bagus,1
tolong perbaiki bug nya,1
maaf tolong gentian Sara Bahama Indo bus any halal Bahama Ingrid tolong last petunjuk Anda had a lot Bahama Ingrid tidak seperti itu Dan saya harap tiada lag bug,0
Sangat,1
karena banyak gunanya,1
sebenarnya seru banget tapi YouTube ku tiba-tiba jadi putih aku enggak tau kenapa semoga bisa kembali lagi,1
aplikasi ini sangat baagus Dan sangat suka sekali,1
bisa buat info,1
ok,1
youtub tidak bisa di buka,1
Mantap,1
kok gak bisa di download,1
tolong benned akun akun emoji cat ini aku sudah muak sama video itu tolong hilangkan video itu semuanya,1
Why can't I watch videos on YouTube even though my WiFi is fine?,0
TRACK AUDIO DI SHORT GANGGU BANGET JIIIIIIIIIRRRR,1
good joob,1
sangat bagus,1
Weleh,1
bagussss,1
"Video"" dan berita nya bgs"" nih. Mantap!",1
jos banget bos,1
Ok,1
good,1
Bagus bagat Di samping,1
aku suka,1
mantap,1
sangat rekomendasi,1
bagus bget,1
mantep!!!,1
"tolong tampilan buat short nya jadiin lebih bersih, bahkan ada coment yg pop up 😮‍💨, dan gak ada setting buat ngilangin nya, dan opsi full layar buat short jg gk ada.",0
sangat bagus,1
sangat membantu,1
mantap,1
"aplikasi berjalan bagus akan tetapi saya tidak bisa menghentikan video saat menonton video YouTube Short, tolong bantu atau segera perbaiki masalah ini",0
YouTube returns the short below the video for scrolling like before 2025 please update YouTube but the year is 2025 thanks,0
"bug dimana disaat menonton video, iklan produk tidak bisa ditutup",0
Sangat m3mbqntu,1
Ok,1
keren,1
sangatlah bagus,1
cara mudah lansia mencari aplikasi,1
Lumayan,0
Sayah ga bisa buka you tube,1
Mantap,1
youtube saya ingin melaporkan kelah kesuh saya yaitu video short di akun saya mendapatkan pengurangan jumlah like biasanya karna spam sedangkan saya tidak melakukan interaksi palsu apapun dan ini juga mempengaruhi reputasi akun saya. jadi youtube tolong identifikasi hal apakah ini karna kesalahan sistem atau karena interaksi buruk yang disengaja oleh orang tertentu?. mohon bantuannya youtube 👍,1
Youtube is good,1
Mantap,1
"pake redmi not 5a udah nggak bisa buka aplikasi ytube ,bisanya lewat chrome",1
bagus sekaki.,1
Saya ingin bukan yutu,1
bagus,1
bagus,1
Sangat baik pelayanannya,1
bagus banget aku suka,1
sumpah kesal banget tolong perbaiki pas buka youtube terus nonton tapi sebentar nonton langsung lemot loading lama pas nonton short juga lemot tolong perbaiki youtube agar aku bisa nonton sepuas mungkin,0
"Bug lagi. Waktu lagi nonton video short ada bug dimana waktu mau pause videonya gk bisa-bisa, videonya tetep jalan.",1
dengar lagu,1
mantap,1
baguss,1
bagus,1
"ini kenapa kalau saya nonton video panjang di YouTube tombol subscribe, like, download dll pada hilang",1
nice,1
Sangat bagus,1
sejauh ini bagus dan memuaskan,1
Terbaik,1
oke,1
tdk bisa di lakukan,0
kurang cepat pengunduhan nya,1
Matematika 😄,1
YouTube saat ini boros kuota,1
bagus sekali,1
sungguh sangat memba ntu saya dalam informasi,1
Saya tidak bisah nonton yutub kenapa ya,1
Sangat bagus,0
bagus tapi punya ku tidak bisa di masukin sama kalo bisa masuk itu putih doang atau hitam,1
"ayolah YouTube setiap kali update pasti ada bug yg gk nyaman, contohnya sekarang ini gk bisa pause video short apalah",0
good,1
seru sekali,1
Suka,1
Bagus,1
mantap,1
enak di nonton film,1
Terbaik,1
Sangat baik,1
seruh,1
seru,1
Butuh hiburan,1
Ok,1
karena ga bisa a pakai filter,1
mantap,1
seruuu ajaaa sii,1
Ok,1
bagus enak jernih pokoknya bintang lima,1
Bagus goklas rr Pakpahan,1
Cukup puas,1
ok,1
puter pilem bev cina yg pu yakin l,1
suka bangett 😴🫡,1
Bagus,1
aplikasi ini bisa nonton. tapi DOLNOTANNYA BELOM KELOATTTTTTT!!! TAPI AKU PINDA YANG ADA SINYAL MALA KELOATT!!!!!!?????? Ada yang sama!!!??? aku reting setengah,1
jelek,1
"TOLONG YA DEVELOPER, JANGAN SUKA LEMOT LEMOT APLIKASINYA",1
Bagus,1
tolol,0
kenapah yutub ga bisa muncul di layar,0
YouTube is my solution,1
kok di perangkat saya youtubenya tidak bisa di buka dan diupdate ?,1
baru mau buka youtube langsung dikasih tampilan iklan 42 detik begitu keluar masuk lagi begitu lagi makin parah youtube iklannya,0
Bisa melihat,1
menurut ku ini sudah bagus tapi ada bug dmn ada iklan tapi malah hitam doang tolong di perbaikin yaaaa,0
kenapa tdk bsa digunakan di hp vivo v5+,1
👌,1
Apl saya sudah tidak portibel,0
Ini baru 👍bagus .,1
aneh bgt giliran diupdate kaga bisa terus,0
iziiiiiiiin pak youtube tutor dong jadi youtuber handal🤫🤫🤫🤫,1
suka banget bisa nonton apa sajaa,1
Tolong benerin,1
kok gak bisa Di buka youtube nya,1
GK bisa dimasukin,0
YouTube ini error dia sangat error aku nggak suka YouTube ini,0
iklan nya menghalangi,0
ok,1
Aplikasi yang sangat bagus,1
Ok,1
menyenangka dan manambah pengalaman,1
Mantap,1
"taiii ngeleg banget gabisa kesetel vidionya, padahal apk yang lain lancar"" aja tu, ngeleg parah ni apk, padahal udah di update, malah tambah parah, tambah aneh ke sampah🤢",0
Bagus,1
iklan di kiri bawah ga bisa di hapus woi,0
Luar biasa,1
bagus sihtapi nunggunya lama pas menginstal,1
sip,1
menambah pengetahuan,1
disimpan,1
tidak bisa di buka,0
kadang you tube ngelek,0
"Iklan nya lama, kadang ada yang ga bisa di skip.... dulu iklan nya 1-2 sekarang setiap ada iklan pasti iklan nya 2🗿",1
ok,1
jelek,0
Bagus tapi bayaak iklannya,1
woi YouTube punyaku kok gak bisa di pause,1
bagus lancar,1
Ga bisa di buka,0
pilem ya bagus sangat suka,1
sangat bagus,1
Bagusss banget,1
saya mau jadi konten kelator,1
sangat bagud,1
vs ddy gak ada yg hcccc dh,1
"𝗷𝗹𝗸 𝗶𝘀𝗶 𝘁𝗼𝘂𝘁𝘂𝗯𝗲 𝘀𝗵𝗼𝗿𝘁 𝗻𝘆𝗮 𝗮𝗹𝗮𝘆 𝘀𝗲𝗺𝘂𝗮, 𝗮𝗱𝗮 𝘆𝗴 𝗷𝗼𝗴𝗲𝘁 𝗴𝗮 𝗷𝗲𝗹𝗮𝘀, 𝗮𝗱𝗮 𝘆𝗴 𝗯𝘂𝗮𝘁 𝗯𝘂𝗮𝘁 𝗲𝗺𝗼𝗷𝗶, 𝗽𝗼𝗸𝗼𝗸 𝗻𝘆𝗮 𝗴 𝘀𝘂𝗸𝗮, 𝘁𝗼𝗹𝗼𝗻𝗴 𝗵𝗶𝗹𝗮𝗻𝗴𝗸𝗮𝗻!!!!!",0
bagus tapi sering ngelag padahal wifi udah bagus tolong di perbaiki,0
Ten kudu update pas kamu play store di buka pas di buka titah update lier,0
Bagus,1
saya kasi bintang empat dulu,1
sangat membatu,1
bagus,1
error terus,0
Mantp,1
jelek,0
"knp updet trus sih bikin kesel, tolong perbaiki",0
sangat. bagus,1
The best,1
bagus,1
"udah cukup lah iklan"" yang tiba"" muncul gw masih terima, ini masih aja ada iklan di bawah vidio mana ga bisa di tutup lagi iklannya ganggu pandangan banget tolong lah youtube",0
Di updet gak bisa,0
ok bagus,1
Baik,1
keren,1
kadang susah di buka,1
baguss banget bisa nonton banyak video dan short dan bisaa bikin video juga dan banyak subscriber nyaa😻🎀,1
"Most of the adverts are just annoying if you're driving a car and then the adverts continue, it's better to just use YouTube Go",0
"tidak bisa update, selalu ada saja gangguan padahal jaringan bagus, penyimpanan ada. setiap memutar video YouTube pasti loading lama sekali",0
ok,1
bagus,1
baik,1
kalo mau posting pasti vidio pangkas nya harus kecil minimal tolong lah ke tiktok ke,1
"Smg apa yg telah disampaikan ber manfaat bagia masyarakat banyakTerimakasih, thank you Veri nich, matur nuwun suksma Om shanti shanti shanti om. .",1
"iklan makin ga ngotakk, masa tengah2 video muncul iklan langsung 2 ga bisa diskip lagi, nnti abis 5 menitan muncul iklan lagi dan ya ga bisa di skip aduhh.... heran juga sama YouTube cari untung gitu amatt",0
Keren,1
YouTube calendar Google sedang memverifikasi bahwa 🙏🙏🙏🙏🙏😭😭😭😭,1
sangat bagus,1
ok,1
Sangat membantu,1
YouTube gangguan,1
bagus,0
sering lag pas nonton live padahal jaringan kenceng,0
tempek,1
aku harus update terus tolong dong di perbaiki,0
Youtube gak bisa di bukak di aplikasinya,1
mau liat caption selengkapnya di postingan malah gk bisa sama sekali.,0
kok youtube nya jdi kek gini ya...,0
seru,1
"KESEL GW!!!! MASA SIH BIKIN VIDEO GAK BISA!!!! KADANG KADANG NGE LAG, KADANG KADANG TEXTNYA GAK BISA DI BESARIN!!!! KENAPA?!!!! HP AKU YANG TERLALU KENTANG ATAU YOUTUBENYA NIEH?! pls admin youtube benerin.. aku sudha cape",0
sangat baik,1
vidio selalu hilang padahal sebelumnya tidak,0
"apalah bug semua isinya, aplikasi besar tapi bug nya banyak banget",0
Aplikasi Youtube yang cocok untuk hp ini,1
tolong . donlod nya di buat bisa untuk donlod biar bisa di download,0
aku kok gk bisa nonton yh,0
bagus,1
aplikasi tolol,0
terkadand banyak iklan,1
seru,1
mantap,1
Butuh bantuan untuk gaktf kn kembali youtube,1
Susah banget yutube didonload,1
mantap,1
gak usah pake internet habisin kuota aja,1
"bisa bedain sama yang colong atau tidak aku gak ada tempat buat tenang, kalo di plafrom lain selalu hujat aku habis-habisan,dan yang nama harlequin aku juga gak tahu dan aku gak mengambil video orang lain aku gak punya tempat istirahat satu-satunya yang bisa bikin aku tenang y hanya youtube eh tahunnya sama aja lucu sekali mental ku udah gak sekuat dulu lagi aku gak punya tempat buat bikin aku merasa tenang lagi, btw boleh balikin aku aku?, gak maksa kok kalo gak bisa...... makasih",1
ok,1
aku kasih bintang dua dulu karena youtubnya ga bisa membuka,0
Bagus,1
tidak bisa update,0
sangatpuas,1
banyak bug,0
okkkkkkkk,1
Buruk,1
bagus sekali 💓💓,1
THIS IS AMAZING BUT PLEASE BAN THE VIDEO OR MAYBE THE CHANNEL IF THEY DOING THINGS THAT ARE NOT GOOD,1
Bagus,1
nambah informasi dan wawasan,1
"Dear Youtube, i'll say this as polite as possible, JUST FIX THE AUTODUB, IT SOMETIMES CAN'T EVEN BE CHANGED TO IT'S ORIGINAL LANGUAGE AND STUCK ON IT'S AUTODUB LANGUAGE, I HAD ENOUGH OF THIS BUG, OR BETTER ADD A SETTING FOR THE AUTODUB SO THE AUTODUB CAN BE PERMANENTLY TURNED OFF.",0
karena ada iklan nya,1
"ada bug pada video shorts videonya tidak bisa di puase sudah dilakukan berbagai cara tetap, sebelum update ke versi yang baru lancar2 saja tidak ad kendala. harap untuk di perbaiki lagi, terimakasih.",1
kga bisa di buka bos,0
bagus,1
"habis di update malah makin sering bug. iklan yang tadinya ada beberapa yang bisa di skip, sekarang gak bisa di skip sama sekali dan harus berkali kali pencet tombol play setiap selesai per satu video. sekarang ribet banget, iklan enggak kaya versi dulu yang bisa otomatis next ke iklan berikutnya dan iklan durasi panjang bisa di skip. Makin kesini, makin bikin ribet hidup Bug nya kacau, reels sering glitch saat play video sering freez. Udah iklannya banyak, Sekarang gak bisa di skip",0
"tolong diperbaiki lagi masihh banyakk bgtt iklan JUDOL. Saya harap bisa dihilangkan dengan cepat, udah sering saya report juga masih tetep ga ilang.",0
Sangat membantu kami,1
bagus,1
mantap,1
"bagus, memuaskan lagi",1
tidak bisa masuk 🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬,0
makin lama makin menjadi jadi bugnya,0
"alhamdulillah, bagus sekali",1
tidak bisa di gunakan d handphone saya,0
bagus banget,1
karena seruuuu,1
ini bagud,1
Perangkat ini sudah usang,1
pas lgi nonton jaringan hilang dan masih nonton bukan loding masih bisa nonton anjir tolong perberiki kan ada bug,1
hobi,1
mantap,1
bagus sekali untuk ide kreasi kalo ingin tutorial tinggal cari di sini pokonya lengkap deh!,1
karena seru dan unik,1
Ok,0
sangat bagus,1
very entertaining application especially with its streaming feature,1
Mantap,1
knp GK bisa,1
jadi banyak iklan judol,0
youtibnya tdk bisa dibuka,0
baik,1
bagus,1
"please give setting to turn off the dubing on short, or just remove it. this feature is annoying me",0
Ok mantap,1
kenapaa sihh app nya di suruh update tapiii ngk selesai',0
Tidak bisa update,1
Baik,1
cukup baik,1
iklan sangat mengganggu,0
bagus,1
goood,1
"listingan jualan di setiap channel yang saya tonton tidak mau hilang, padahal sudah saya pilih tutup tapi tetap tidak hilang tolong diperbaiki",0
Sang at bagus,1
Youtube gk berguna,0
"sering banget ada bug, ketika nonton video loading terus padahal pake wifi dan sangat lancar, memuat thumbnail juga bisa tapi pas di pencet loading terus",1
"YouTube TDK layak di gunakan untuk musik, LG asik"" dengarkan lagu tibah"" iklan, sy ksih bintang 1 biar semua orang paham tentang YouTube untuk dunia music",0
saya tidak bisa nonton film lagi karena film nya nggak mau di putar video nya,1
banyak banget iklan judol sekarang.. tolong benahin,0
Bagus,1
aku suka aplikasi ini membuat saya merasa nyaman,1
"saya selalu buka apl yutube di waktu senang, beritanya menarik, dan tongtonanya menarik.",1
kenapa you tube ini gak bisa digunakan,0
bagus,1
banyak iklan judol,0
knp yutube aku gak bisa ke buka pas di buka malah hitam ajah layar nya,0
Saat memutar fitur/konten Shorts sering nge-bug tidak bisa dijeda/pause.,0
suka,1
"woi perbaiki bug yang ada di YouTube ini,ketika aku nonton YouTube short malah gak bisa di pause,sudah pencet pause malah tetap berlanjut videonya",0
Keren,1
"menarik, bagus, tapi cepat habis in Kouta hmmm, jangan ngehabisin voucher/Kouta , tolong di perbaiki",1
Karena bisa nonton boboboy,1
kuliah,1
keren,1
Mantap,1
terbaik,1
Bagus Dan Enak Nonton Nya Kualitas HD Dan Vidiony Jernih,1
Ok,1
lagi buruk,0
Bagus,1
mantap,1
Good,1
Bagus,1
aku kan udah login setahun di YouTube sekarang tiap 9 menit 7 menit di suruh login terus tolonglah update YouTube nya,0
Good,1
saat mau nonton offline video harus nyambung internet dulu terus. video simpanan tidak bisa diakses video kadang ngak kluar gambar cuma hitam aja makin berat pula apk ya,0
"selalu ngebug,dan tiba-tiba keluar sendiri cuma gara gara ga di-update,lagian ga ada yg penting juga 🙄ga usah di-update mendingan",1
"tolong perbaiki bug ketika ada promosi toko pada video saat berada pada layar landscape, promosi tidak dapat ditutup",0
Sangat membantu,1
youtube tidak bisa d gunakan,1
"Halo google, mengapa aplikasi you tub dirilis ulang juga update diperbarui? sayang tidak bisa instal ulang",1
baik dan bgus,0
Setuju,1
Bagus,0
bagus,1
good,1
Saya suka nonton youtube,1
Gak bisa Download,0
"apakah YouTube sedang fomo sama tiktok, soalnya banyak sekali bug bug di dalem YouTube kyk tiktok, tolong di benerin segera soalnya saya BENCI bgt sama bug",1
"tolong banget ini kasih opsi matiin auto sub audio. auto sub audio lu jelek dan ganggu banget mana kadang translatenya ngawur. kasih fitur matiin auto sub audio permanen. capek bjir, dikit-dikit matiin fitur gak guna lu. mana kadang kagak bisa dimatiin pula fitur ampas ini",0
tapi lagu nya jahattt 💔,1
everytime ads coming the video getting lagg,0
Smoga saja msh update buat samsung a10s jadul,1
SOALNYA BISA NONTON DAN BUAT VIDIO,0
Terima youTobe yang selalu di hati karena luar biasa lengkap nya,1
okbaik,1
tidak bisa di buka,1
Good,1
Dapat mudah mencari informasi dalam hal belajar,1
hrus lbih baik lgi,1
selamat pejuang tanpa lelah amin yes,1
"bintang 2 dulu, karena sekarang udah gak bisa download.",0
👍👍👍👍,1
Oke baik,1
"semakin banyak bug ... 1) cc otomatis nyala walaupun sudah di non aktifkan ... 2) iklan komisi tidak bisa hilang walaupun sudah di tutup ... 3) youtube premium masih ada iklan komisi yg menampilkan produk online shope ... 4) bug video artefak saat masuk youtube short ... 5) subtitle auto on walaupun tidak di nyalakan di pengaturan aplikasi ... ""APAKAH AKAN TERGANTIKAN OLEH PEMUTAR YOUTUBE LAIN SEKELAS GO TUBE ATAU YOUTUBE VANCED"" ... DAN SATU LAGI IKLAN JUDOL LEBIH PARAH DARI FACEBOOK",0
kenapa gak bisa di buka,1
kecewa makin kesini makin banyak bugnya salah satunya video shorts ga bisa di pause,0
bagus,1
Bekerja,0
lumayan lah,1
Ok,1
Mantap,1
sangat bagus,1
KENAPA GK BISA DITUTUP PRODUK PRODUKNYA??? GANGGU NONTON VIDEO BGT,0
tidakbisa di buka,1
"Gw tau YouTube gw gak premium,tapi ngotak lah iklanya kebanyakan ,bentar bentar iklan panjang²lagi",0
godd,1
subbtitle tidak keluar setelah iklan,0
lumayan membantu,1
keren youtube ku gk kena keren kali,1
sering lemot kalau buka youtube tolong di tingkat kan lagi jaringan nya supaya lancar.,1
ilklan menggaanggu,1
Bagus,1
"YouTube Udeh kaya tv sekarang banyak iklannya ,satu vidio iklannya 3-5 x2 gak bisa di skip anjir",0
iman huh dasar,1
aplikasi inih bagus biasa membantu sayah br konten lebih baik.,1
Bagus banget,1
iklannya banyak banget Gilak 20 menit 20 iklan gw nonton apaan?,0
Ok,1
bagus,1
good,1
😊,1
wow,1
Bagus,1
Tidak berjalan,1
mntap,1
Mntap,1
tolong updet,1
𝕞𝕒𝕟𝕥𝕒𝕡,1
Sangat bagus,1
memuaskan,1
tidak bisa mendwonloa,1
Mantaap,1
kenapa sering iklan sih😡 .,0
baik,1
Hmm Ko ga bisa putar,1
TOLONGG KALAU NGEBUAT APLIKASI YANG NIAT YA MASAK ADA IKLAN PRODUK GAK DI BISA DI TUTUP BIKIN EMOSI AJA TOLONG DI BENERIN LAGI KALAU GAK NIAT BIKIN APLIKASI HAPUS SAJA,0
sangat baik,1
ok baget,1
sangat bagus,1
nonton video durasi 1 jam iklan nya hampir 30 an. ini sangat² menggangu apalagi iklan ² yang ngga bermanfaat buat di tonton,0
selalu memutar,1
mantep,1
"bagus, tapi kenapa dihp aku ga ada buat download nya ya kaya kosong",1
"iklan gak bisa di tutup meskipun ada tulisan tutup tapi tidak bisa hilang, gimana sih",0
Lumayan,1
Sangat bagus,0
tolong diperbaiki setiap nonton video selalu loncat ke video yg lain mengganggu sekali,1
"YouTube yaampun iklannya di filter dong, masa lagi nonton tiba-tiba iklan promosi pinjol mana banyak banget. terus promis slot, apalagi iklan aplikasi ada adegan dewasanya lagi. khawatir nanti anak-anak, lagi nonton kartun tiba-tiba iklan kaya gitu",0
😃,1
mntap,1
Mengapa aplikasi youtube ini tidak berfungsi,1
Bagus,1
"tolong di perbaiki bug di akun saya,bugnya tidak bisa lihat foto profil tidak bisa lihat ""baca selengkapnya"" tidak bisa stop vid di bagian tertentu. padahal saya coba di HP sama akun lain bisa 🗿",0
saya tidak bisa masuk ke aplikasi ini,1
Baik,1
bagus cuy 😜,1
BAIK,1
"baru buka aja tiba tiba sering muncul iklan yg sangat mengganggu, iklan nyambung terus bergantian",0
Tidak bisa buka yotube,0
bagus,1
"Bang berbaiki pause karena ada bug, dan pas aku scroll YouTube Shorts tapi aku tekan pause tapi video masih jalan",1
Mantul,1
puas,1
gx bisa donlot lagu buat di dengerin pas offline,0
ko ga bisa di buka yah YouTube nya,1
woy jelek bgt,1
Karna bagus dan populer,1
sangat bagus dan membantu,1
"kenapa ada bug iklan belanja gak bisa di hilangkan, ganggu banget pas lagi nonton",0
YouTube sangat membantu kita untuk belajar menonton anime dan lainnya saya kasih ranting 5,1
perbaiki bug up tiap hari up 5kali lebih,0
semakin baik,1
Ok,1
Youtube lebih dari tv,1
Sangat memuaskan,1
gabisa buat muter vidio entah kenapa,0
woyyy kok video short nya gak bisa di pause ini eror apa gimana dah??,0
Bagus,1
banyak iklan lalu banyak leg di dalam apk nya,0
Knpa gx bisa,1
knp yutub tak bisa di buka,1
sangat bagus dan bermanfaat.,1
cepat dan tidak lelet,1
Bagus,1
bagus,1
B aja,1
link tercantum di vidio nggak bisa dibuka👎 aplikasinya jelek sia sia nonton tutor kalo ngasih link mati,0
Sangat bagus,0
kadang macet sih TPI ok lah,1
baik,1
UlTRAMAN Old,1
ini buff merah jgn diinstal suka ngebug trs.,0
oke lah !,1
👍👍👍,1
aplikasi yutube sangat bagus dan sangat me ngifirasi berbagi kalangan buat saya yutube sangat baus.,1
Lumayan bagus,1
apk ini sngt bgd menarik lancar gk lemot aku suka,1
semenit iklan?? serius??,0
"plis, update yang sekarang butut banget.... bug nya tolong di benerin jangan asik terus update aja eh tau taunya pas masuk keluar lagi keluar lagi, memori HP ku aja masih banyak🙏 🥹",0
mantap,1
sangat bagus dan bermanfaat,1
sangat bagus untuk menonton atau mendengar lagu di YouTube,1
gak bisa,0
Good,1
Aplikasi ini sangat bagus tapi saya tidak bisa di video short saya tidak bisa pause tolong CEO YouTube,0
asik. Ya YouTube,1
bagus,1
Bagus,1
Bagus,1
keren,1
Mantap,1
sangat berguna,1
beranda you tube,1
